id	name	sport	event	sex	birthyear	height	weight	team	noc	games	year	season	city	medal
108835	Oksana Serikova	Swimming	Swimming Women's 50 metres Freestyle	F	1985	172	59	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
108837	Mohamed Serir	Wrestling	Wrestling Men's Welterweight, Greco-Roman	M	1985	175	66	Algeria	ALG	2008 Summer	2008	Summer	Beijing	NA
108848	Adam Dariusz Seroczyski	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	M	1974	188	84	Poland	POL	2008 Summer	2008	Summer	Beijing	NA
108851	Aleksandr Sergeyevich Serov	Cycling	Cycling Men's Individual Pursuit, 4,000 metres	M	1983	189	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
108851	Aleksandr Sergeyevich Serov	Cycling	Cycling Men's Team Pursuit, 4,000 metres	M	1983	189	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
108857	Jos Rodolfo Serpa Prez	Cycling	Cycling Men's Road Race, Individual	M	1979	174	65	Colombia	COL	2008 Summer	2008	Summer	Beijing	NA
108882	Francisco Serrano Plowells	Triathlon	Triathlon Men's Olympic Distance	M	1980	180	71	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
108883	Fredy Alejandro Serrano Sichaca	Wrestling	Wrestling Men's Featherweight, Freestyle	M	1980	163	55	Colombia	COL	2008 Summer	2008	Summer	Beijing	NA
108885	Jess Serrano Lara	Shooting	Shooting Men's Trap	M	1978	180	81	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
108888	Juan Ren "Juanjo" Serrano Gutirrez	Archery	Archery Men's Individual	M	1984	178	87	Mexico	MEX	2008 Summer	2008	Summer	Beijing	NA
108906	Ronald Serugo	Boxing	Boxing Men's Light-Flyweight	M	1985	170	48	Uganda	UGA	2008 Summer	2008	Summer	Beijing	NA
108940	Martina estkov (Darmovzalov-)	Athletics	Athletics Women's Triple Jump	F	1979	172	58	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	NA
108944	Mara Fernanda Sesto	Sailing	Sailing Women's Two Person Dinghy	F	1977	160	52	Argentina	ARG	2008 Summer	2008	Summer	Beijing	NA
108952	Hendra Setiawan	Badminton	Badminton Men's Doubles	M	1985	183	82	Indonesia-1	INA	2008 Summer	2008	Summer	Beijing	Gold
108973	Namiq Sevdiyev	Wrestling	Wrestling Men's Featherweight, Freestyle	M	1982	167	55	Azerbaijan	AZE	2008 Summer	2008	Summer	Beijing	NA
109032	Robin Seymour	Cycling	Cycling Men's Mountainbike, Cross-Country	M	1971	177	72	Ireland	IRL	2008 Summer	2008	Summer	Beijing	NA
109043	Selima Sfar	Tennis	Tennis Women's Singles	F	1977	166	55	Tunisia	TUN	2008 Summer	2008	Summer	Beijing	NA
109057	Fabiana Sgroi	Canoeing	Canoeing Women's Kayak Doubles, 500 metres	F	1981	174	71	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
109057	Fabiana Sgroi	Canoeing	Canoeing Women's Kayak Fours, 500 metres	F	1981	174	71	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
109071	Iman Muhammad Shaban Muhammad Gaber	Fencing	Fencing Women's Foil, Individual	F	1989	171	61	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
109071	Iman Muhammad Shaban Muhammad Gaber	Fencing	Fencing Women's Foil, Team	F	1989	171	61	Egypt	EGY	2008 Summer	2008	Summer	Beijing	NA
109072	Zeina Shaban	Table Tennis	Table Tennis Women's Singles	F	1988	174	58	Jordan	JOR	2008 Summer	2008	Summer	Beijing	NA
109085	Vyacheslav Vasilyevich Shabunin	Athletics	Athletics Men's 1,500 metres	M	1970	173	58	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109095	Mohsen Shadi Naghadeh	Rowing	Rowing Men's Single Sculls	M	1988	191	72	Iran	IRI	2008 Summer	2008	Summer	Beijing	NA
109106	Andriy Olehovych Shafraniuk	Sailing	Sailing Mixed Multihull	M	1984	178	84	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109125	Prasiddha Jung Shah	Swimming	Swimming Men's 50 metres Freestyle	M	1989	171	65	Nepal	NEP	2008 Summer	2008	Summer	Beijing	NA
109143	Hassan Shahsavan	Wrestling	Wrestling Men's Middleweight, Greco-Roman	M	1976	170	74	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
109149	Marina Vladimirovna Shainova	Weightlifting	Weightlifting Women's Lightweight	F	1986	156	58	Russia	RUS	2008 Summer	2008	Summer	Beijing	Silver
109171	Babur Shakirdzhanov	Athletics	Athletics Men's Javelin Throw	M	1991	195	105	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	NA
109177	Klodiana Shala	Athletics	Athletics Women's 400 metres	F	1980	168	52	Albania	ALB	2008 Summer	2008	Summer	Beijing	NA
109184	Dobrinka Vaskova Shalamanova	Athletics	Athletics Women's 3,000 metres Steeplechase	F	1983	171	52	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	NA
109189	Artyom Shaloyan	Weightlifting	Weightlifting Men's Lightweight	M	1976	167	69	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
109190	Yelena Yevgenyevna Shalygina	Wrestling	Wrestling Women's Middleweight, Freestyle	F	1987	165	63	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Bronze
109195	Ibrahim Shameel	Swimming	Swimming Men's 50 metres Freestyle	M	1992	190	76	Maldives	MDV	2008 Summer	2008	Summer	Beijing	NA
109197	Mubarak Hassan Shami	Athletics	Athletics Men's Marathon	M	1981	174	63	Qatar	QAT	2008 Summer	2008	Summer	Beijing	NA
109215	Aida Vladimirovna Shanayeva	Fencing	Fencing Women's Foil, Individual	F	1986	173	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109215	Aida Vladimirovna Shanayeva	Fencing	Fencing Women's Foil, Team	F	1986	173	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
109229	Alison Kay Shanks	Cycling	Cycling Women's Individual Pursuit, 3,000 metres	F	1983	171	63	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
109240	Eric Lee Shanteau	Swimming	Swimming Men's 200 metres Breaststroke	M	1984	188	80	United States	USA	2008 Summer	2008	Summer	Beijing	NA
109243	Shao Ning	Judo	Judo Men's Half-Heavyweight	M	1982	184	100	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109245	Shao Tingting	Basketball	Basketball Women's Basketball	F	1985	175	70	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109249	Nimrod Shapira Bar-Or	Swimming	Swimming Men's 100 metres Freestyle	M	1989	nan	nan	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109249	Nimrod Shapira Bar-Or	Swimming	Swimming Men's 200 metres Freestyle	M	1989	nan	nan	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109272	Ali Shareef	Athletics	Athletics Men's 100 metres	M	1979	176	62	Maldives	MDV	2008 Summer	2008	Summer	Beijing	NA
109279	Rashid Sharifi Sadeh	Weightlifting	Weightlifting Men's Super-Heavyweight	M	1985	190	143	Iran	IRI	2008 Summer	2008	Summer	Beijing	NA
109282	Mirali Sharipov	Judo	Judo Men's Half-Lightweight	M	1988	173	73	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	NA
109285	Darina Serhivna "Dar'ia" Sharipova	Shooting	Shooting Women's Air Rifle, 10 metres	F	1990	174	62	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109293	Kayla Marie Sharland-Whitelock	Hockey	Hockey Women's Hockey	F	1986	174	72	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Individual All-Around	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Floor Exercise	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Parallel Bars	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Horizontal Bar	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Rings	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109346	Aleksandr Shatilov	Gymnastics	Gymnastics Men's Pommelled Horse	M	1987	182	77	Israel	ISR	2008 Summer	2008	Summer	Beijing	NA
109350	Volodymyr Volodymyrovych Shatskykh	Wrestling	Wrestling Men's Middleweight, Greco-Roman	M	1981	175	74	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109357	Samwel Kwaangu Shauri	Athletics	Athletics Men's 10,000 metres	M	1986	nan	nan	Tanzania	TAN	2008 Summer	2008	Summer	Beijing	NA
109368	Bradley Shaw	Hockey	Hockey Men's Hockey	M	1983	187	92	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
109369	Bryony Elisabeth Shaw	Sailing	Sailing Women's Windsurfer	F	1983	166	60	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Bronze
109375	Hayden Jonathan Shaw	Hockey	Hockey Men's Hockey	M	1981	196	100	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	NA
109392	Mohammed Othman H. Shaween	Athletics	Athletics Men's 1,500 metres	M	1986	165	58	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	NA
109398	Vitaliy Shchedov	Cycling	Cycling Men's Team Pursuit, 4,000 metres	M	1987	176	70	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109406	Hanna (Anna-) Vyacheslavovna Shcherba-Lorgeril	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	F	1982	172	62	France	FRA	2008 Summer	2008	Summer	Beijing	NA
109407	Stanislav Grigoryevich Shcherbachenya	Rowing	Rowing Men's Double Sculls	M	1985	201	104	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
109409	Oksana Andrivna Shcherbak (Kholodkova-)	Athletics	Athletics Women's 4 x 100 metres Relay	F	1982	177	63	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109409	Oksana Andrivna Shcherbak (Kholodkova-)	Athletics	Athletics Women's 4 x 400 metres Relay	F	1982	177	63	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109427	Tatyana Nikolayevna Shchyegoleva	Basketball	Basketball Women's Basketball	F	1982	195	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Bronze
109482	Sheilla Tavares de Castro Blassioli	Volleyball	Volleyball Women's Volleyball	F	1983	185	65	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gold
109490	Mariya Shekirova	Judo	Judo Women's Heavyweight	F	1989	178	104	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	NA
109504	Oleksiy Petrovych Shelest	Athletics	Athletics Men's 50 kilometres Walk	M	1973	174	65	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109527	Yana Volodymyrivna Shemiakina	Fencing	Fencing Women's epee, Individual	F	1986	168	60	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109537	Shen Jie	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	M	1987	188	85	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109537	Shen Jie	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	M	1987	188	85	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109544	Shen Longyuan	Football	Football Men's Football	M	1985	175	68	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109546	Qiang Shen	Table Tennis	Table Tennis Men's Team	M	1990	163	60	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109547	Shen Qiong	Volleyball	Volleyball Men's Volleyball	M	1982	198	84	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109548	Shen Sheng	Sailing	Sailing Men's One Person Dinghy	M	1979	183	82	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109554	Yanfei Shen Zhang	Table Tennis	Table Tennis Women's Singles	F	1980	165	65	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
109554	Yanfei Shen Zhang	Table Tennis	Table Tennis Women's Team	F	1980	165	65	Spain	ESP	2008 Summer	2008	Summer	Beijing	NA
109561	Sheng Jiang	Wrestling	Wrestling Men's Lightweight, Greco-Roman	M	1983	162	60	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109569	Nataliya Vladimirovna Shepelina	Water Polo	Water Polo Women's Water Polo	F	1981	167	63	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109571	Iryna Liubomyrivna Shepetiuk	Athletics	Athletics Women's 4 x 100 metres Relay	F	1982	162	58	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109577	Janelle Shepherd	Judo	Judo Women's Heavyweight	F	1985	170	83	Australia	AUS	2008 Summer	2008	Summer	Beijing	NA
109594	Maksim Sergeyevich Sheremetyev	Sailing	Sailing Men's Two Person Dinghy	M	1987	178	72	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109595	Mikhail Sergeyevich Sheremetyev	Sailing	Sailing Men's Two Person Dinghy	M	1985	172	64	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109637	Marina Igorevna Sheshenina	Volleyball	Volleyball Women's Volleyball	F	1985	181	62	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Individual All-Around	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Team All-Around	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Floor Exercise	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Horse Vault	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Horizontal Bar	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109662	Kyle Keith Shewfelt	Gymnastics	Gymnastics Men's Rings	M	1982	164	61	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109668	Shi Dongpeng	Athletics	Athletics Men's 110 metres Hurdles	M	1984	191	75	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109669	Shi Feng	Swimming	Swimming Men's 100 metres Butterfly	M	1989	180	85	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109671	Shi Hairong	Volleyball	Volleyball Men's Volleyball	M	1977	192	80	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109672	Shi Haoran	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	M	1990	181	80	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109680	Shi Na	Athletics	Athletics Women's 20 kilometres Walk	F	1981	160	50	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109689	Shi Zhiyong	Weightlifting	Weightlifting Men's Lightweight	M	1980	160	69	China	CHN	2008 Summer	2008	Summer	Beijing	NA
109693	Ai Shibata	Swimming	Swimming Women's 400 metres Freestyle	F	1982	176	63	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109693	Ai Shibata	Swimming	Swimming Women's 800 metres Freestyle	F	1982	176	63	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109701	Ryuichi Shibata	Swimming	Swimming Men's 200 metres Butterfly	M	1984	173	73	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109709	Yoko Shibui	Athletics	Athletics Women's 10,000 metres	F	1979	165	47	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109738	Shih Chih-Wei	Baseball	Baseball Men's Baseball	M	1978	180	90	Chinese Taipei	TPE	2008 Summer	2008	Summer	Beijing	NA
109739	Shih Pei-Chun	Judo	Judo Women's Half-Lightweight	F	1980	160	52	Chinese Taipei	TPE	2008 Summer	2008	Summer	Beijing	NA
109748	Alaa Al-Shili	Boxing	Boxing Men's Featherweight	M	1988	173	57	Tunisia	TUN	2008 Summer	2008	Summer	Beijing	NA
109773	Nataliya Mikhaylovna Shimchuk	Athletics	Athletics Women's Javelin Throw	F	1982	180	77	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
109783	Kunihiro Shimizu	Volleyball	Volleyball Men's Volleyball	M	1987	194	95	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109791	Satoshi Shimizu	Boxing	Boxing Men's Featherweight	M	1986	179	60	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109814	Shin Kwang-Hoon	Football	Football Men's Football	M	1987	178	73	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
109819	Shin Young-Rok	Football	Football Men's Football	M	1987	182	72	South Korea	KOR	2008 Summer	2008	Summer	Beijing	NA
109830	Brenda Shinn (-Silva)	Shooting	Shooting Women's Air Pistol, 10 metres	F	1962	155	68	United States	USA	2008 Summer	2008	Summer	Beijing	NA
109844	Yuko Shintake	Gymnastics	Gymnastics Women's Individual All-Around	F	1991	154	nan	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109844	Yuko Shintake	Gymnastics	Gymnastics Women's Team All-Around	F	1991	154	nan	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109844	Yuko Shintake	Gymnastics	Gymnastics Women's Floor Exercise	F	1991	154	nan	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109844	Yuko Shintake	Gymnastics	Gymnastics Women's Balance Beam	F	1991	154	nan	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109846	Yoshito Shintani	Weightlifting	Weightlifting Men's Lightweight	M	1982	168	69	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109852	Reiko Shiota	Badminton	Badminton Women's Doubles	F	1984	167	57	Japan-2	JPN	2008 Summer	2008	Summer	Beijing	NA
109857	Nataliya Borisovna Shipilova	Handball	Handball Women's Handball	F	1980	184	83	Russia	RUS	2008 Summer	2008	Summer	Beijing	Silver
109881	Katsuhiro Shiratori	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	M	1977	191	90	Japan	JPN	2008 Summer	2008	Summer	Beijing	NA
109894	Aleksandra Aleksandrovna Shiryayeva	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	F	1983	188	75	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109910	Zhanna Gennadyevna Shitik-Shepelevich	Shooting	Shooting Women's Air Pistol, 10 metres	F	1971	164	63	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
109910	Zhanna Gennadyevna Shitik-Shepelevich	Shooting	Shooting Women's Sporting Pistol, 25 metres	F	1971	164	63	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
109927	Svetlana Vladimirovna Shkolina	Athletics	Athletics Women's High Jump	F	1986	187	66	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109932	Darya Valeryevna Shkurikhina	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	F	1991	176	56	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
109936	Irina Shlemova	Swimming	Swimming Women's 100 metres Freestyle	F	1984	170	58	Uzbekistan	UZB	2008 Summer	2008	Summer	Beijing	NA
109939	Yuriy Viktorovych Shliakhov	Diving	Diving Men's Springboard	M	1983	174	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
109963	Javur Jagdishappa "J. J." Shobha	Athletics	Athletics Women's Heptathlon	F	1978	167	60	India	IND	2008 Summer	2008	Summer	Beijing	NA
109964	Liliya Bulatovna Shobukhova (Volkova-)	Athletics	Athletics Women's 5,000 metres	F	1978	163	52	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109966	Jarrod Shoemaker	Triathlon	Triathlon Men's Olympic Distance	M	1982	178	67	United States	USA	2008 Summer	2008	Summer	Beijing	NA
109975	Valery Kimovich Shomin	Shooting	Shooting Men's Skeet	M	1981	170	73	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
109978	Lindsay Shoop	Rowing	Rowing Women's Coxed Eights	F	1982	185	79	United States	USA	2008 Summer	2008	Summer	Beijing	Gold
109988	Anna Vladimirovna Shorina	Synchronized Swimming	Synchronized Swimming Women's Team	F	1983	161	52	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
109993	Peter Short	Hockey	Hockey Men's Hockey	M	1976	178	73	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
109994	Robert Ian "Rob" Short	Hockey	Hockey Men's Hockey	M	1973	185	84	Canada	CAN	2008 Summer	2008	Summer	Beijing	NA
110043	Shu Junrong	Canoeing	Canoeing Men's Canadian Doubles, Slalom	M	1988	177	71	China	CHN	2008 Summer	2008	Summer	Beijing	NA
110051	Nikolay Shubyonok	Athletics	Athletics Men's Decathlon	M	1985	188	86	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
110066	Anastasiya Shulyak	Athletics	Athletics Women's 4 x 100 metres Relay	F	1983	164	58	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
110070	Marina Shumakova	Table Tennis	Table Tennis Women's Singles	F	1983	168	49	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	NA
110079	Margot Shumway	Rowing	Rowing Women's Quadruple Sculls	F	1979	180	77	United States	USA	2008 Summer	2008	Summer	Beijing	NA
110080	Sergey Viktorovich Shundikov	Judo	Judo Men's Half-Middleweight	M	1981	180	81	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
110084	Pavel Antonovich Shurmey	Rowing	Rowing Men's Quadruple Sculls	M	1977	200	114	Belarus	BLR	2008 Summer	2008	Summer	Beijing	NA
110096	Lyubov Andreyevna Shutova	Fencing	Fencing Women's epee, Individual	F	1983	177	64	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
110115	Ihor Myronovych Shymechko	Weightlifting	Weightlifting Men's Super-Heavyweight	M	1986	197	136	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
110116	Yerkebulan Kurmakhanovich Shynaliyev	Boxing	Boxing Men's Light-Heavyweight	M	1988	178	81	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Bronze
110121	Daryna Oleksandrivna "Dar'ia" Shytko-Tykhova	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	F	1986	165	50	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	NA
110123	Si Riguleng	Wrestling	Wrestling Men's Middleweight, Freestyle	M	1980	174	74	China	CHN	2008 Summer	2008	Summer	Beijing	NA
110124	Si Rijigawa	Judo	Judo Men's Lightweight	M	1987	180	73	China	CHN	2008 Summer	2008	Summer	Beijing	NA
110125	Si Tianfeng	Athletics	Athletics Men's 50 kilometres Walk	M	1984	181	67	China	CHN	2008 Summer	2008	Summer	Beijing	NA
110144	Gianfranco Sibello	Sailing	Sailing Mixed Skiff	M	1976	188	84	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
110145	Piero Sibello	Sailing	Sailing Mixed Skiff	M	1979	187	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
110148	Tatyana Valeryevna Sibileva	Athletics	Athletics Women's 20 kilometres Walk	F	1980	160	43	Russia	RUS	2008 Summer	2008	Summer	Beijing	NA
110154	Gerald Sibon	Football	Football Men's Football	M	1974	193	88	Netherlands	NED	2008 Summer	2008	Summer	Beijing	NA
110159	Vincenza Sicari	Athletics	Athletics Women's Marathon	F	1979	165	45	Italy	ITA	2008 Summer	2008	Summer	Beijing	NA
110160	Yann Siccardi	Judo	Judo Men's Extra-Lightweight	M	1986	164	60	Monaco	MON	2008 Summer	2008	Summer	Beijing	NA
110179	Sadaf Siddiqui	Athletics	Athletics Women's 100 metres	F	1986	165	54	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	NA
110190	Avneet Kaur Sidhu	Shooting	Shooting Women's Air Rifle, 10 metres	F	1982	165	56	India	IND	2008 Summer	2008	Summer	Beijing	NA
110190	Avneet Kaur Sidhu	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	F	1982	165	56	India	IND	2008 Summer	2008	Summer	Beijing	NA
110192	Pter Sidi	Shooting	Shooting Men's Air Rifle, 10 metres	M	1979	180	87	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
110192	Pter Sidi	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	M	1979	180	87	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
110192	Pter Sidi	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	M	1979	180	87	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
110210	Vladimir Sidorkin	Swimming	Swimming Men's 200 metres Freestyle	M	1986	195	87	Estonia	EST	2008 Summer	2008	Summer	Beijing	NA
110221	Mariya Igorevna Sidorova	Handball	Handball Women's Handball	F	1980	178	65	Russia	RUS	2008 Summer	2008	Summer	Beijing	Silver
110232	Mark Siebeck	Volleyball	Volleyball Men's Volleyball	M	1976	196	92	Germany	GER	2008 Summer	2008	Summer	Beijing	NA
110265	Olivier Floris Johannes Siegelaar	Rowing	Rowing Men's Coxed Eights	M	1987	197	100	Netherlands	NED	2008 Summer	2008	Summer	Beijing	NA
110266	Sarah Elaine Siegelaar	Rowing	Rowing Women's Coxed Eights	F	1982	180	74	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Silver
110334	Thlia Sigre	Athletics	Athletics Women's 4 x 400 metres Relay	F	1985	172	58	France	FRA	2008 Summer	2008	Summer	Beijing	NA
110350	Mariama Camara Signate	Handball	Handball Women's Handball	F	1985	189	84	France	FRA	2008 Summer	2008	Summer	Beijing	NA
110373	Gujn Valur Sigursson	Handball	Handball Men's Handball	M	1980	187	83	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Silver
110383	Sigfs Sigursson	Handball	Handball Men's Handball	M	1975	198	114	Iceland	ISL	2008 Summer	2008	Summer	Beijing	Silver
110388	Sileshi Mekuria Sihine	Athletics	Athletics Men's 10,000 metres	M	1983	168	58	Ethiopia	ETH	2008 Summer	2008	Summer	Beijing	Silver
110398	Alette Hilde Sijbring	Water Polo	Water Polo Women's Water Polo	F	1982	174	68	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Gold
110400	Mrton Sk	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	M	1984	182	82	Hungary	HUN	2008 Summer	2008	Summer	Beijing	NA
110429	aba Silai	Swimming	Swimming Men's 100 metres Breaststroke	M	1991	185	77	Serbia	SRB	2008 Summer	2008	Summer	Beijing	NA
110453	Yusidey Sili Frmeta	Volleyball	Volleyball Women's Volleyball	F	1985	188	75	Cuba	CUB	2008 Summer	2008	Summer	Beijing	NA
110461	Radovan Siljevski	Swimming	Swimming Men's 200 metres Freestyle	M	1986	189	80	Serbia	SRB	2008 Summer	2008	Summer	Beijing	NA
110475	Andrey Aleksandrovich Silnov	Athletics	Athletics Men's High Jump	M	1985	198	83	Russia	RUS	2008 Summer	2008	Summer	Beijing	Gold
110483	Alcino Gomes da Silva	Canoeing	Canoeing Men's Kayak Singles, 500 metres	M	1991	175	70	Sao Tome and Principe	STP	2008 Summer	2008	Summer	Beijing	NA
110483	Alcino Gomes da Silva	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	M	1991	175	70	Sao Tome and Principe	STP	2008 Summer	2008	Summer	Beijing	NA
110486	Alex Sandro da Silva	Football	Football Men's Football	M	1985	192	80	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Bronze
110491	Ana Cludia Trindade Araujo da Silva	Gymnastics	Gymnastics Women's Individual All-Around	F	1992	150	37	Brazil	BRA	2008 Summer	2008	Summer	Beijing	NA
