id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	BMI
95567	Marcin Krzysztof Pochwaa	M	1984	182	80	Poland	POL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, Slalom	NA	24.151672503320857
95577	Sbastien Pocognoli	M	1987	182	72	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21.73650525298877
95596	Martin Podhrsk	M	1984	192	85	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	NA	23.057725694444446
95614	Olga Viktorovna Podobed	F	1979	174	63	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA	20.808561236623067
95618	Anna Podolec (-Miros)	F	1986	193	71	Poland	POL	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	19.060914386963407
95621	Maxim Podoprigora	M	1978	186	85	Austria	AUT	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	24.569314371603657
95626	Marko Podraanin	M	1988	204	92	Serbia	SRB	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	22.10688196847366
95640	Bart Poelvoorde	M	1981	200	90	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Double Sculls	NA	22.5
95646	Sarah Poewe	F	1983	174	66	Germany	GER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Breaststroke	NA	21.799445105033687
95646	Sarah Poewe	F	1983	174	66	Germany	GER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA	21.799445105033687
95653	Giorgio Poggi	M	1982	186	98	Italy	ITA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	NA	28.326974216672447
95663	Ronald Pognon	M	1983	185	75	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	21.91380569758948
95664	Aleksandr Gennadyevich Pogorelov	M	1980	201	97	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Decathlon	NA	24.0093067003292
95665	Aleksey Pogorelov	M	1983	184	77	Kyrgyzstan	KGZ	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres Hurdles	NA	22.743383742911153
95687	Stephanie Pohl	F	1978	186	77	Germany-2	GER	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	NA	22.256908313099782
95695	Conny Pohlers	F	1979	164	55	Germany	GER	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Bronze	20.44913741820345
95704	Nataliya Olehivna Pohrebniak	F	1988	171	63	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	21.545090797168356
95704	Nataliya Olehivna Pohrebniak	F	1988	171	63	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	21.545090797168356
95790	Liubomyr Mykolaiovych Polataiko	M	1980	178	72	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA	22.724403484408537
95790	Liubomyr Mykolaiovych Polataiko	M	1980	178	72	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Madison	NA	22.724403484408537
95791	Mehmet Aydn Polat	M	1977	191	120	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	NA	32.89383514706285
95794	Lucija Polavder	F	1985	167	88	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Heavyweight	Bronze	31.55365914876833
95798	Anna-Liisa Pld	F	1991	165	60	Estonia	EST	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA	22.038567493112946
95803	Anne Poleska (-Urban)	F	1980	181	63	Germany	GER	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	NA	19.23018222886969
95811	Johannes Polgar	M	1978	183	74	Germany	GER	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed Multihull	NA	22.096807907073966
95834	Volodymyr Volodymyrovych Polikarpenko	M	1972	185	73	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA	21.329437545653764
95835	Jolanta Polikeviit	F	1971	165	50	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA	18.365472910927455
95838	Sergey Polinsky	M	1982	nan	nan	Russia	RUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Keirin	NA	
95838	Sergey Polinsky	M	1982	nan	nan	Russia	RUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Sprint	NA	
95845	Maksym Polishchuk	M	1984	178	72	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Team Pursuit, 4,000 metres	NA	22.724403484408537
95846	Mikhail Mikhaylovich Polishchuk	M	1989	188	88	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver	24.89814395654142
95851	Marc Torsten Politze	M	1978	196	100	Germany	GER	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA	26.03082049146189
95863	Sophie Polkamp	F	1984	164	59	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	Gold	21.936347412254612
95874	Olaf Pollack	M	1974	185	75	Germany	GER	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Madison	NA	21.91380569758948
95879	Patrik Pollk	M	1973	170	67	Slovakia	SVK	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	23.183391003460205
95929	Semyon Vladimirovich Poltavsky	M	1981	205	89	Russia	RUS	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	Bronze	21.17787031528852
95935	Irina Igorevna Poltoratskaya	F	1979	177	67	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Silver	21.385936352899872
95943	Inna Polukina	F	1984	173	56	Latvia	LAT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 3,000 metres Steeplechase	NA	18.710949246550168
95952	Vladislav Vitalyevich "Vlad" Polyakov	M	1984	191	78	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	21.380992845590857
95952	Vladislav Vitalyevich "Vlad" Polyakov	M	1984	191	78	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	21.380992845590857
95956	Yevgeniya Yevgeniyevna Polyakova	F	1983	164	55	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.44913741820345
95956	Yevgeniya Yevgeniyevna Polyakova	F	1983	164	55	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	Gold	20.44913741820345
95958	Dmitry Andreyevich Polyansky	M	1987	182	69	Russia	RUS	2008 Summer	2008	Summer	Beijing	Triathlon	Triathlon Men's Olympic Distance	NA	20.830817534114235
95966	Vasilios Polymeros	M	1976	178	72	Greece	GRE	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Lightweight Double Sculls	Silver	22.724403484408537
95968	Yelena Ilyinichna Polyonova	F	1984	198	96	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Silver	24.487297214569942
95985	Nuno Miguel Gio Pombo	M	1978	176	72	Portugal	POR	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	NA	23.243801652892564
95999	Aliann Tabitha Omalara Pompey	F	1978	168	55	Guyana	GUY	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA	19.486961451247165
96014	Rehan Jahangir Poncha	M	1986	180	68	India	IND	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Butterfly	NA	20.987654320987655
96018	Cappie Marie Pondexter	F	1983	175	73	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	Gold	23.83673469387755
96038	pela Ponomarenko Jani	F	1982	169	65	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, 500 metres	NA	22.75830678197542
96054	Boonsak Ponsana	M	1982	179	75	Thailand	THA	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA	23.40750912892856
96055	Salakjit Ponsana	F	1984	160	48	Thailand	THA	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Women's Singles	NA	18.75
96065	Tiandra Tamika Ponteen	F	1985	168	55	Saint Kitts and Nevis	SKN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 400 metres	NA	19.486961451247165
96070	Kyle Marshall Pontifex	M	1980	186	90	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	26.014568158168576
96089	Emma Jane Pooley	F	1983	157	50	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Road Race, Individual	NA	20.284798571950184
96089	Emma Jane Pooley	F	1983	157	50	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Individual Time Trial	Silver	20.284798571950184
96093	Cheuk Yuen "Victoria" Poon	F	1985	184	73	Canada	CAN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	21.561909262759926
96095	Krishna Poonia	F	1982	182	80	India	IND	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA	24.151672503320857
96116	Constantin Ciprian Popa	M	1980	170	78	Romania	ROU	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	NA	26.98961937716263
96126	Alena Popchanka (-Vergnoux)	F	1979	176	64	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA	20.66115702479339
96126	Alena Popchanka (-Vergnoux)	F	1979	176	64	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	NA	20.66115702479339
96126	Alena Popchanka (-Vergnoux)	F	1979	176	64	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA	20.66115702479339
96126	Alena Popchanka (-Vergnoux)	F	1979	176	64	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Butterfly	NA	20.66115702479339
96126	Alena Popchanka (-Vergnoux)	F	1979	176	64	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 100 metres Medley Relay	NA	20.66115702479339
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horse Vault	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA	20.549886621315192
96138	Ilie Daniel Popescu	M	1983	168	58	Romania	ROU	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA	20.549886621315192
96144	Georgian Popescu	M	1985	176	64	Romania	ROU	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA	20.66115702479339
96154	Dariusz Bogusaw Popiela	M	1985	170	66	Poland	POL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Singles, Slalom	NA	22.837370242214536
96156	Lenka Popkin (Honzkov-)	F	1978	169	55	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Trampolining	Trampolining Women's Individual	NA	19.257028815517664
96159	Vitaliy Oleksandrovych Popkov	M	1983	183	76	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Individual Pursuit, 4,000 metres	NA	22.694018931589476
96162	Yekatarina Viktorovna Poplavskaya	F	1987	169	61	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	21.357795595392318
96207	Marko Popovi	M	1982	185	84	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	24.54346238130022
96215	Constantin Popovici	M	1989	170	63	Romania	ROU	2008 Summer	2008	Summer	Beijing	Diving	Diving Men's Platform	NA	21.79930795847751
96220	Elena Popovska	F	1990	174	63	Macedonia	MKD	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Freestyle	NA	20.808561236623067
96225	Yaroslav Pavlovych Popovych	M	1980	175	72	Ukraine	UKR	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's Road Race, Individual	NA	23.510204081632654
96231	Marcus Popp	M	1982	192	90	Germany	GER	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	24.4140625
96267	Luis Enrique Porozo Mina	M	1990	170	57	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Featherweight	NA	19.723183391003463
96282	Antonio Alejandro Porta Pernigotti	M	1984	190	91	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Bronze	25.207756232686982
96292	Teresa do Rosrio Afonso Portela	F	1988	162	63	Portugal	POR	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, 500 metres	NA	24.005486968449933
96293	Mara Teresa Portela Rivas	F	1982	172	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Singles, 500 metres	NA	23.32341806381828
96293	Mara Teresa Portela Rivas	F	1982	172	69	Spain	ESP	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Women's Kayak Fours, 500 metres	NA	23.32341806381828
96300	Nicolai Portelli	M	1982	176	64	Malta	MLT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	20.66115702479339
96320	Stacey Porter	F	1982	179	85	Australia	AUS	2008 Summer	2008	Summer	Beijing	Softball	Softball Women's Softball	Bronze	26.528510346119035
96332	Mara Portillo Cruz	F	1972	162	50	Peru	PER	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA	19.051973784484073
96374	Ankur Poseria	M	1987	185	80	India	IND	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Butterfly	NA	23.37472607742878
96376	Yelena Aleksandrovna Posevina	F	1986	176	56	Russia	RUS	2008 Summer	2008	Summer	Beijing	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	Gold	18.078512396694215
96390	Vra Pospilov-Cechlov	F	1979	176	77	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA	24.857954545454547
96393	Stphanie Fabienne Possamai	F	1980	172	78	France	FRA	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Heavyweight	Bronze	26.365603028664143
96408	Sergiu Postic	M	1985	186	78	Moldova	MDA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	22.545959070412767
96418	Petrus Johannes "Pieter-Jan" Postma	M	1982	189	99	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Mixed One Person Dinghy	NA	27.71478961955152
96420	Lyudmila Grigoryevna Postnova	F	1985	183	76	Russia	RUS	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Silver	22.694018931589476
96427	Georgina Pta	F	1985	173	63	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Singles	NA	21.04981790236894
96441	Pavel Vladimirovich Potapovich	M	1981	185	74	Russia	RUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 3,000 metres Steeplechase	NA	21.62162162162162
96445	Mara Beln Potassa	F	1989	168	65	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	NA	23.03004535147392
96448	Camelia Alina Potec	F	1982	178	65	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Freestyle	NA	20.515086478979928
96448	Camelia Alina Potec	F	1982	178	65	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Freestyle	NA	20.515086478979928
96448	Camelia Alina Potec	F	1982	178	65	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	NA	20.515086478979928
96453	Warren James Potent	M	1962	175	73	Australia	AUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	Bronze	23.83673469387755
96454	Wioletta Potpa	F	1981	188	95	Poland	POL	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA	26.87867813490267
96551	Jonas Klds Poulsen	M	1985	190	80	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	22.1606648199446
96559	Ren Holten Poulsen	M	1989	188	92	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	NA	26.029877772747852
96559	Ren Holten Poulsen	M	1989	188	92	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	Silver	26.029877772747852
96606	Mara Jos Povs Novella	F	1978	168	52	Spain	ESP	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 20 kilometres Walk	NA	18.424036281179138
96611	Pedro Miguel Moreira Pvoa	M	1980	165	58	Portugal	POR	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Flyweight	NA	21.303948576675847
96614	Asafa Kehine Powell	M	1983	191	93	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	25.492722238973712
96614	Asafa Kehine Powell	M	1983	191	93	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 100 metres Relay	NA	25.492722238973712
96616	Caroline Helen Powell	F	1973	156	60	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	24.65483234714004
96616	Caroline Helen Powell	F	1973	156	60	New Zealand	NZL	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Team	NA	24.65483234714004
96631	Richard "Rick" Powell	M	1989	183	73	United States	USA	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, Slalom	NA	21.79820239481621
96633	Stacie Linda Powell	F	1986	166	62	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Platform	NA	22.49963710262738
96633	Stacie Linda Powell	F	1986	166	62	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Synchronized Platform	NA	22.49963710262738
96637	Suzanne N. "Suzy" Powell-Roos	F	1977	183	79	United States	USA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Discus Throw	NA	23.589835468362743
96639	Adrienne Power	F	1982	163	64	Canada	CAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA	24.08822311716662
96651	Jeffrey Brian "Jeffy" Powers	M	1980	201	108	United States	USA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Silver	26.732011583871685
96655	Lauren Powley	F	1984	170	70	United States	USA	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	24.22145328719723
96667	Vyacheslav Yevgenyevich Poyto	M	1983	180	72	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	NA	22.22222222222222
96670	Stanislav Alekseyevich Pozdnyakov	M	1974	178	78	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Sabre, Individual	NA	24.618103774775914
96670	Stanislav Alekseyevich Pozdnyakov	M	1974	178	78	Russia	RUS	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Sabre, Team	NA	24.618103774775914
96672	Anastasiya Yuryevna Pozdnyakova	F	1986	162	50	Russia	RUS	2008 Summer	2008	Summer	Beijing	Diving	Diving Women's Synchronized Springboard	Silver	19.051973784484073
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Individual All-Around	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Team All-Around	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Floor Exercise	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Parallel Bars	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Horizontal Bar	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Rings	NA	24.5089457652043
96688	Enrico Pozzo	M	1981	169	70	Italy	ITA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Men's Pommelled Horse	NA	24.5089457652043
96701	Bruno Prada	M	1971	185	110	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Two Person Keelboat	Silver	32.140248356464575
96744	Sudket Prapakamol	M	1980	171	65	Thailand	THA	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Mixed Doubles	NA	22.2290619335864
96755	Yosheefin Shila Prasasti	F	1982	154	54	Indonesia	INA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Rifle, 10 metres	NA	22.769438353853936
96769	Brooke Pratley	F	1980	191	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA	20.55864696691428
96813	Valentin Preda	M	1985	196	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	18.74219075385256
96813	Valentin Preda	M	1985	196	72	Romania	ROU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 4 x 100 metres Medley Relay	NA	18.74219075385256
96837	Marius Prekeviius	M	1984	195	92	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	24.194608809993426
96848	Marie-Hlne Prmont	F	1978	160	56	Canada	CAN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's Mountainbike, Cross-Country	NA	21.875000000000004
96850	Chonnapas Premwaew	F	1987	174	57	Thailand	THA	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Featherweight	NA	18.826793499801823
96885	Thaissa Barbosa Presti	F	1988	168	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	25.155895691609977
96895	Delma "Pretinha" Gonalves	F	1975	157	53	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Silver	21.501886486267193
96922	Role Prezelj	M	1980	195	79	Slovenia	SLO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's High Jump	NA	20.775805391190005
96935	Brian Price	M	1976	163	55	Canada	CAN	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxed Eights	Gold	20.70081674131507
96937	David Price	M	1983	203	108	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Super-Heavyweight	Bronze	26.207867213472785
96944	Leonardo Nelson Price	M	1979	175	60	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	19.591836734693878
96957	William Reid Priddy	M	1978	194	89	United States	USA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	Gold	23.647571474120525
96981	Carlos Prieto Martos	M	1980	204	108	Spain	ESP	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	Bronze	25.951557093425603
96989	Audrey Prieto-Bokhashvili	F	1980	163	72	France	FRA	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Heavyweight, Freestyle	NA	27.09925100681245
96993	Pablo Prigioni	M	1977	191	81	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Bronze	22.203338724267425
97000	Konstantin Vladimirovich Prikhodchenko	M	1972	185	80	Russia	RUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Rifle, 10 metres	NA	23.37472607742878
97000	Konstantin Vladimirovich Prikhodchenko	M	1972	185	80	Russia	RUS	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Small-Bore Rifle, Prone, 50 metres	NA	23.37472607742878
97006	Yury Aleksandrovich Prilukov	M	1984	188	82	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 400 metres Freestyle	NA	23.20054323223178
97006	Yury Aleksandrovich Prilukov	M	1984	188	82	Russia	RUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 1,500 metres Freestyle	NA	23.20054323223178
97008	gnes Primsz	F	1980	177	65	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Women's Water Polo	NA	20.747550193111813
97016	Zoran Primorac	M	1969	185	84	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Singles	NA	24.54346238130022
97016	Zoran Primorac	M	1969	185	84	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Men's Team	NA	24.54346238130022
97027	Tayshaun Durell Prince	M	1980	206	93	United States	USA	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	Gold	21.91535488735979
97039	Hercules Troyden "Troy" Prinsloo	M	1986	182	80	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 1,500 metres Freestyle	NA	24.151672503320857
97041	Georgios Printezis	M	1985	206	96	Greece	GRE	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	22.622301819210104
97043	Birgit Prinz	F	1978	179	74	Germany	GER	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Bronze	23.09540900720951
97075	Valery Viktorovich Priyemko	M	1983	177	78	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Men's Sabre, Individual	NA	24.897060231734176
